,yr,service,calltime,callsource,nature,secs_to_disp,secs_to_arrv,secs_to_close,priority,primeunit,month,response_time
742615,2019,LAW ,2019-10-30 18:10:17,W911,WELFARE CHECK,2394.0,3014.0,3688,7,CAHOT,10,10.333333333333334
742617,2019,LAW ,2019-10-30 18:11:44,PHONE,TRANSPORT,8505.0,8710.0,10235,7,CAHOT,10,3.4166666666666665
742623,2019,LAW ,2019-10-30 18:35:37,PHONE,WELFARE CHECK,4161.0,4685.0,5019,7,CAHOT,10,8.733333333333333
742634,2019,LAW ,2019-10-30 18:59:35,PHONE,TRANSPORT,7477.0,8198.0,9571,7,CAHOT,10,12.016666666666667
742637,2019,LAW ,2019-10-30 19:01:26,PHONE,TRANSPORT,6550.0,6765.0,7800,7,CAHOT,10,3.5833333333333335
742651,2019,LAW ,2019-10-30 19:36:23,PHONE,SUICIDE RISK,221.0,2654.0,3146,1,CAHOT,10,40.55
742662,2019,LAW ,2019-10-30 20:15:52,PHONE,WELFARE CHECK,3380.0,3914.0,3995,7,CAHOT,10,8.9
742665,2019,LAW ,2019-10-30 20:32:06,PHONE,ASSIST,3039.0,4746.0,7469,7,CAHOT,10,28.45
742680,2019,LAW ,2019-10-30 21:29:39,PHONE,TRANSPORT,8898.0,9132.0,9266,7,CAHOT,10,3.9
742686,2019,LAW ,2019-10-30 21:43:57,PHONE,WELFARE CHECK,3655.0,4180.0,4680,7,CAHOT,10,8.75
742692,2019,LAW ,2019-10-30 22:07:23,PHONE,WELFARE CHECK,6158.0,6196.0,6588,7,CAHOT,10,0.6333333333333333
742715,2019,LAW ,2019-10-30 23:20:39,PHONE,ASSIST,5877.0,6442.0,8326,7,CAHOT,10,9.416666666666666
742723,2019,LAW ,2019-10-30 23:48:27,PHONE,TRANSPORT,955.0,1273.0,2032,7,CAHOT,10,5.3
742731,2019,LAW ,2019-10-31 00:12:48,PHONE,TRANSPORT,583.0,916.0,1600,7,CAHOT,10,5.55
742741,2019,LAW ,2019-10-31 00:37:58,PHONE,WELFARE CHECK,3700.0,3884.0,4275,7,CAHOT,10,3.066666666666667
742760,2019,LAW ,2019-10-31 02:14:25,E911,TRANSPORT,418.0,5951.0,9098,5,CAHOT,10,92.21666666666667
742766,2019,LAW ,2019-10-31 02:29:01,PHONE,ASSIST,87.0,866.0,2990,7,CAHOT,10,12.983333333333333
742767,2019,LAW ,2019-10-31 02:39:20,PHONE,ASSIST,2385.0,3178.0,3490,7,CAHOT,10,13.216666666666667
742786,2019,LAW ,2019-10-31 05:45:15,PHONE,TRANSPORT,1135.0,1481.0,1623,7,CAHOT,10,5.766666666666667
742790,2019,LAW ,2019-10-31 06:26:03,PHONE,ASSIST,403.0,1622.0,6583,5,CAHOT,10,20.316666666666666
742793,2019,LAW ,2019-10-31 07:06:06,PHONE,ASSIST,1605.0,1605.0,8025,7,CAHOT,10,0.0
742805,2019,LAW ,2019-10-31 08:07:15,W911,WELFARE CHECK,4913.0,5508.0,6179,7,CAHOT,10,9.916666666666666
742814,2019,LAW ,2019-10-31 08:25:57,PHONE,TRANSPORT,6720.0,7117.0,8095,7,CAHOT,10,6.616666666666666
742822,2019,LAW ,2019-10-31 08:57:04,PHONE,ASSIST,3211.0,4062.0,4840,5,CAHOT,10,14.183333333333334
742826,2019,LAW ,2019-10-31 09:04:49,PHONE,TRANSPORT,4211.0,4791.0,5010,7,CAHOT,10,9.666666666666666
742865,2019,LAW ,2019-10-31 11:25:17,PHONE,ASSIST,64.0,573.0,2788,7,CAHOT,10,8.483333333333333
742866,2019,LAW ,2019-10-31 11:27:39,PHONE,WELFARE CHECK,2655.0,4013.0,7914,7,CAHOT,10,22.633333333333333
742871,2019,LAW ,2019-10-31 11:39:19,PHONE,FOUND CONTRABAND,63381.0,64403.0,64731,7,CAHOT,10,17.033333333333335
742876,2019,LAW ,2019-10-31 11:50:55,PHONE,SUICIDE RISK,43.0,912.0,19449,7,CAHOT,10,14.483333333333333
742894,2019,LAW ,2019-10-31 12:18:02,PHONE,TRANSPORT,8387.0,9816.0,9874,7,CAHOT,10,23.816666666666666
742895,2019,LAW ,2019-10-31 12:19:25,PHONE,ASSIST,21994.0,22002.0,25014,7,CAHOT,10,0.13333333333333333
742899,2019,LAW ,2019-10-31 12:24:47,PHONE,WELFARE CHECK,17514.0,21244.0,21652,7,CAHOT,10,62.166666666666664
742903,2019,LAW ,2019-10-31 12:40:56,PHONE,WELFARE CHECK,20165.0,20245.0,20539,7,CAHOT,10,1.3333333333333333
742917,2019,LAW ,2019-10-31 13:20:25,PHONE,ASSIST,1237.0,1655.0,4635,7,CAHOT,10,6.966666666666667
742937,2019,LAW ,2019-10-31 14:07:17,PHONE,FOUND CONTRABAND,55855.0,55855.0,56218,7,CAHOT,10,0.0
742938,2019,LAW ,2019-10-31 14:08:59,PHONE,WELFARE CHECK,3176.0,3795.0,6372,5,CAHOT,10,10.316666666666666
742968,2019,LAW ,2019-10-31 15:13:40,PHONE,ASSIST,11397.0,11986.0,12299,7,CAHOT,10,9.816666666666666
742976,2019,LAW ,2019-10-31 15:42:31,PHONE,TRANSPORT,3142.0,3639.0,4636,7,CAHOT,10,8.283333333333333
742987,2019,LAW ,2019-10-31 16:12:00,PHONE,WELFARE CHECK,450.0,1261.0,1361,5,CAHOT,10,13.516666666666667
743001,2019,LAW ,2019-10-31 16:45:06,W911,ASSIST,1382.0,1988.0,3178,7,CAHOT,10,10.1
743009,2019,LAW ,2019-10-31 17:08:24,PHONE,TRANSPORT,7730.0,7991.0,9492,7,CAHOT,10,4.35
743010,2019,LAW ,2019-10-31 17:09:02,E911,WELFARE CHECK,8326.0,9320.0,13410,7,CAHOT,10,16.566666666666666
743015,2019,LAW ,2019-10-31 17:17:15,E911,SUICIDE RISK,52.0,804.0,3561,1,CAHOT,10,12.533333333333333
743016,2019,LAW ,2019-10-31 17:19:30,PHONE,WELFARE CHECK,1166.0,1590.0,1899,7,CAHOT,10,7.066666666666666
743022,2019,LAW ,2019-10-31 17:46:53,PHONE,WELFARE CHECK,277.0,867.0,1167,5,CAHOT,10,9.833333333333334
743026,2019,LAW ,2019-10-31 18:01:15,PHONE,WELFARE CHECK,332.0,336.0,387,7,CAHOT,10,0.06666666666666667
743031,2019,LAW ,2019-10-31 18:25:43,PHONE,ASSIST,847.0,2085.0,3694,7,CAHOT,10,20.633333333333333
743036,2019,LAW ,2019-10-31 18:39:23,PHONE,ASSIST,31306.0,32153.0,32665,7,CAHOT,10,14.116666666666667
743055,2019,LAW ,2019-10-31 19:33:53,PHONE,WELFARE CHECK,1261.0,1663.0,1873,5,CAHOT,10,6.7
743057,2019,LAW ,2019-10-31 19:37:45,PHONE,ASSIST,4583.0,4942.0,6338,5,CAHOT,10,5.983333333333333
743060,2019,LAW ,2019-10-31 19:52:30,PHONE,WELFARE CHECK,5885.0,6228.0,10504,5,CAHOT,10,5.716666666666667
743071,2019,LAW ,2019-10-31 20:28:29,PHONE,ASSIST,1516.0,2204.0,2386,7,CAHOT,10,11.466666666666667
743096,2019,LAW ,2019-10-31 21:48:08,PHONE,TRANSPORT,5297.0,6196.0,8028,7,CAHOT,10,14.983333333333333
743105,2019,LAW ,2019-10-31 22:22:13,PHONE,TRANSPORT,6412.0,6895.0,7922,7,CAHOT,10,8.05
743161,2019,LAW ,2019-11-01 00:29:27,PHONE,SUICIDE RISK,1321.0,2086.0,7802,3,CAHOT,11,12.75
743207,2019,LAW ,2019-11-01 02:40:14,E911,WEAPON OFFENSE,997.0,1312.0,2408,3,CAHOT,11,5.25
743215,2019,LAW ,2019-11-01 03:23:57,PHONE,WELFARE CHECK,1265.0,1864.0,5801,7,CAHOT,11,9.983333333333333
743229,2019,LAW ,2019-11-01 04:49:34,PHONE,FOUND CONTRABAND,3291.0,3551.0,3756,7,CAHOT,11,4.333333333333333
743246,2019,LAW ,2019-11-01 07:55:34,PHONE,WELFARE CHECK,599.0,1008.0,3779,3,CAHOT,11,6.816666666666666
743248,2019,LAW ,2019-11-01 08:11:20,PHONE,WELFARE CHECK,4514.0,5106.0,6142,7,CAHOT,11,9.866666666666667
743277,2019,LAW ,2019-11-01 09:44:24,PHONE,FOUND CONTRABAND,4713.0,5779.0,5780,7,CAHOT,11,17.766666666666666
743284,2019,LAW ,2019-11-01 09:58:02,PHONE,WELFARE CHECK,1349.0,2423.0,4406,7,CAHOT,11,17.9
743304,2019,LAW ,2019-11-01 11:32:47,PHONE,WELFARE CHECK,1322.0,1781.0,4993,7,CAHOT,11,7.65
743305,2019,LAW ,2019-11-01 11:32:58,PHONE,WELFARE CHECK,14662.0,15440.0,16974,7,CAHOT,11,12.966666666666667
743312,2019,LAW ,2019-11-01 11:49:03,PHONE,WELFARE CHECK,942.0,4887.0,5674,3,CAHOT,11,65.75
743313,2019,LAW ,2019-11-01 11:50:07,PHONE,WELFARE CHECK,5791.0,6962.0,8170,7,CAHOT,11,19.516666666666666
743341,2019,LAW ,2019-11-01 13:05:47,PHONE,WELFARE CHECK,13231.0,28729.0,29937,7,CAHOT,11,258.3
743353,2019,LAW ,2019-11-01 14:02:45,PHONE,WELFARE CHECK,466.0,1233.0,1526,5,CAHOT,11,12.783333333333333
743381,2019,LAW ,2019-11-01 15:15:18,PHONE,WELFARE CHECK,21389.0,21922.0,22158,7,CAHOT,11,8.883333333333333
743402,2019,LAW ,2019-11-01 16:06:40,PHONE,ASSIST,2448.0,3184.0,6750,7,CAHOT,11,12.266666666666667
743406,2019,LAW ,2019-11-01 16:13:43,PHONE,WELFARE CHECK,32393.0,32867.0,35017,7,CAHOT,11,7.9
743428,2019,LAW ,2019-11-01 17:05:28,PHONE,WELFARE CHECK,3224.0,16143.0,16738,7,CAHOT,11,215.31666666666666
743433,2019,LAW ,2019-11-01 17:17:24,PHONE,SUICIDE RISK,672.0,1196.0,8396,1,CAHOT,11,8.733333333333333
743436,2019,LAW ,2019-11-01 17:23:27,PHONE,ASSIST,2810.0,2906.0,7227,7,CAHOT,11,1.6
743442,2019,LAW ,2019-11-01 17:37:39,PHONE,ASSIST,13643.0,13768.0,13870,7,CAHOT,11,2.0833333333333335
743460,2019,LAW ,2019-11-01 19:01:03,PHONE,WELFARE CHECK,1437.0,2089.0,4845,5,CAHOT,11,10.866666666666667
743465,2019,LAW ,2019-11-01 19:18:24,PHONE,TRANSPORT,7809.0,8034.0,8663,7,CAHOT,11,3.75
743474,2019,LAW ,2019-11-01 19:43:06,PHONE,WELFARE CHECK,26443.0,27337.0,27883,7,CAHOT,11,14.9
743478,2019,LAW ,2019-11-01 20:11:30,PHONE,ASSIST,15442.0,16658.0,17686,7,CAHOT,11,20.266666666666666
743483,2019,LAW ,2019-11-01 20:20:56,E911,TRAFFIC ISSUE,84.0,380.0,2285,3,CAHOT,11,4.933333333333334
743521,2019,LAW ,2019-11-01 22:53:36,PHONE,WELFARE CHECK,259.0,807.0,5305,7,CAHOT,11,9.133333333333333
743523,2019,LAW ,2019-11-01 22:56:16,PHONE,WELFARE CHECK,16295.0,16726.0,16930,7,CAHOT,11,7.183333333333334
743539,2019,LAW ,2019-11-01 23:39:43,PHONE,TRANSPORT,5197.0,5363.0,5602,7,CAHOT,11,2.7666666666666666
743549,2019,LAW ,2019-11-02 00:00:12,W911,ASSIST,6777.0,7347.0,11005,7,CAHOT,11,9.5
743565,2019,LAW ,2019-11-02 01:07:23,PHONE,TRANSPORT,14491.0,14786.0,15478,7,CAHOT,11,4.916666666666667
743576,2019,LAW ,2019-11-02 02:02:56,PHONE,TRANSPORT,6456.0,6472.0,7170,7,CAHOT,11,0.26666666666666666
743584,2019,LAW ,2019-11-02 02:38:41,PHONE,WELFARE CHECK,3593.0,4082.0,4295,7,CAHOT,11,8.15
743609,2019,LAW ,2019-11-02 06:32:11,PHONE,WELFARE CHECK,197.0,527.0,920,5,CAHOT,11,5.5
743610,2019,LAW ,2019-11-02 07:13:03,PHONE,TRANSPORT,257.0,370.0,2604,5,CAHOT,11,1.8833333333333333
743612,2019,LAW ,2019-11-02 07:55:45,W911,WELFARE CHECK,376.0,753.0,2620,5,CAHOT,11,6.283333333333333
743619,2019,LAW ,2019-11-02 08:44:00,E911,WELFARE CHECK,221.0,642.0,1050,3,CAHOT,11,7.016666666666667
743630,2019,LAW ,2019-11-02 09:11:38,PHONE,WELFARE CHECK,7454.0,7874.0,8118,5,CAHOT,11,7.0
743641,2019,LAW ,2019-11-02 09:47:51,PHONE,TRANSPORT,6446.0,6908.0,8569,5,CAHOT,11,7.7
743642,2019,LAW ,2019-11-02 09:54:52,PHONE,WELFARE CHECK,1481.0,2603.0,5995,5,CAHOT,11,18.7
743650,2019,LAW ,2019-11-02 10:21:26,PHONE,WELFARE CHECK,627.0,1877.0,3076,5,CAHOT,11,20.833333333333332
743652,2019,LAW ,2019-11-02 10:33:01,E911,WELFARE CHECK,3237.0,3553.0,5510,5,CAHOT,11,5.266666666666667
743677,2019,LAW ,2019-11-02 11:50:01,PHONE,TRANSPORT,1242.0,1628.0,3315,5,CAHOT,11,6.433333333333334
743686,2019,LAW ,2019-11-02 12:12:51,E911,TRANSPORT,3654.0,4798.0,8148,7,CAHOT,11,19.066666666666666
743698,2019,LAW ,2019-11-02 12:58:15,PHONE,ASSIST,9821.0,10721.0,13997,7,CAHOT,11,15.0
743720,2019,LAW ,2019-11-02 14:16:31,PHONE,ASSIST,12519.0,12725.0,14261,7,CAHOT,11,3.433333333333333
743723,2019,LAW ,2019-11-02 14:23:13,PHONE,WELFARE CHECK,359.0,859.0,4374,7,CAHOT,11,8.333333333333334
743725,2019,LAW ,2019-11-02 14:26:42,PHONE,ASSIST,16553.0,17259.0,22381,7,CAHOT,11,11.766666666666667
743739,2019,LAW ,2019-11-02 15:36:50,PHONE,TRANSPORT,9447.0,9447.0,9452,7,CAHOT,11,0.0
743752,2019,LAW ,2019-11-02 15:58:43,PHONE,SUICIDE RISK,3171.0,3790.0,10978,7,CAHOT,11,10.316666666666666
743782,2019,LAW ,2019-11-02 17:23:48,PHONE,ASSIST,12962.0,13398.0,15189,7,CAHOT,11,7.266666666666667
743793,2019,LAW ,2019-11-02 17:51:30,W911,UNKNOWN,682.0,1328.0,5525,3,CAHOT,11,10.766666666666667
743812,2019,LAW ,2019-11-02 18:37:36,E911,TRANSPORT,9091.0,9951.0,12419,7,CAHOT,11,14.333333333333334
743821,2019,LAW ,2019-11-02 19:08:52,E911,SUICIDE RISK,924.0,1812.0,6626,1,CAHOT,11,14.8
743833,2019,LAW ,2019-11-02 20:03:00,PHONE,TRANSPORT,18856.0,18856.0,19578,7,CAHOT,11,0.0
743839,2019,LAW ,2019-11-02 20:20:48,PHONE,SUICIDE RISK,1163.0,1904.0,2876,1,CAHOT,11,12.35
743845,2019,LAW ,2019-11-02 20:30:33,PHONE,ASSIST,23218.0,24362.0,26886,7,CAHOT,11,19.066666666666666
743865,2019,LAW ,2019-11-02 21:27:49,W911,ASSIST,945.0,4660.0,6285,7,CAHOT,11,61.916666666666664
743869,2019,LAW ,2019-11-02 21:52:22,PHONE,SUICIDE RISK,66.0,873.0,2543,1,CAHOT,11,13.45
743877,2019,LAW ,2019-11-02 22:26:31,PHONE,TRANSPORT,24664.0,25118.0,30060,7,CAHOT,11,7.566666666666666
743950,2019,LAW ,2019-11-03 01:56:13,E911,SUICIDE RISK,125.0,566.0,3480,1,CAHOT,11,7.35
743952,2019,LAW ,2019-11-03 02:01:23,PHONE,ASSIST,17173.0,17742.0,18060,7,CAHOT,11,9.483333333333333
743953,2019,LAW ,2019-11-03 02:19:37,PHONE,ASSIST,17039.0,17556.0,21978,7,CAHOT,11,8.616666666666667
743955,2019,LAW ,2019-11-03 02:24:58,PHONE,TRANSPORT,5700.0,5982.0,6364,7,CAHOT,11,4.7
743967,2019,LAW ,2019-11-03 04:11:11,E911,INFORMATION,10.0,330.0,978,5,CAHOT,11,5.333333333333333
743971,2019,LAW ,2019-11-03 04:23:50,PHONE,WELFARE CHECK,5714.0,6451.0,7023,7,CAHOT,11,12.283333333333333
743974,2019,LAW ,2019-11-03 05:14:07,PHONE,TRANSPORT,2684.0,2684.0,2686,7,CAHOT,11,0.0
743978,2019,LAW ,2019-11-03 05:51:38,PHONE,SUICIDE RISK,1766.0,2175.0,2514,3,CAHOT,11,6.816666666666666
743983,2019,LAW ,2019-11-03 06:51:10,PHONE,TRANSPORT,5691.0,6414.0,9493,5,CAHOT,11,12.05
743989,2019,LAW ,2019-11-03 07:09:40,PHONE,ASSIST,11878.0,12255.0,12775,7,CAHOT,11,6.283333333333333
744015,2019,LAW ,2019-11-03 09:07:08,PHONE,ASSIST,2120.0,2587.0,3853,5,CAHOT,11,7.783333333333333
744034,2019,LAW ,2019-11-03 10:11:17,E911,SEXUAL MISCONDUCT,134.0,529.0,828,3,CAHOT,11,6.583333333333333
744041,2019,LAW ,2019-11-03 10:44:00,PHONE,ASSIST,281.0,440.0,3205,5,CAHOT,11,2.65
744044,2019,LAW ,2019-11-03 10:54:38,PHONE,WELFARE CHECK,7542.0,8272.0,8498,7,CAHOT,11,12.166666666666666
744052,2019,LAW ,2019-11-03 11:38:08,PHONE,WELFARE CHECK,2419.0,3016.0,4395,7,CAHOT,11,9.95
744098,2019,LAW ,2019-11-03 14:01:15,PHONE,EMERGENCY MESSAGE,453.0,1072.0,1691,7,CAHOT,11,10.316666666666666
744099,2019,LAW ,2019-11-03 14:03:47,PHONE,WELFARE CHECK,1570.0,2203.0,2745,7,CAHOT,11,10.55
744102,2019,LAW ,2019-11-03 14:21:11,PHONE,WELFARE CHECK,12830.0,13442.0,15916,7,CAHOT,11,10.2
744120,2019,LAW ,2019-11-03 15:00:50,PHONE,WELFARE CHECK,281.0,688.0,3947,7,CAHOT,11,6.783333333333333
744126,2019,LAW ,2019-11-03 15:13:16,E911,WELFARE CHECK,62420.0,63410.0,64369,7,CAHOT,11,16.5
744129,2019,LAW ,2019-11-03 15:15:24,PHONE,ASSIST,7700.0,11187.0,16240,7,CAHOT,11,58.11666666666667
744141,2019,LAW ,2019-11-03 15:40:54,PHONE,TRESPASSING,760.0,1075.0,4500,3,CAHOT,11,5.25
744160,2019,LAW ,2019-11-03 16:49:01,PHONE,ASSIST,11860.0,12249.0,13369,7,CAHOT,11,6.483333333333333
744162,2019,LAW ,2019-11-03 16:58:45,PHONE,WELFARE CHECK,1123.0,2389.0,3266,7,CAHOT,11,21.1
744165,2019,LAW ,2019-11-03 17:23:19,W911,WELFARE CHECK,153.0,772.0,1862,3,CAHOT,11,10.316666666666666
744176,2019,LAW ,2019-11-03 18:17:06,PHONE,ASSIST,10944.0,11589.0,13286,7,CAHOT,11,10.75
744183,2019,LAW ,2019-11-03 18:41:57,E911,SUICIDE RISK,271.0,668.0,3655,1,CAHOT,11,6.616666666666666
744192,2019,LAW ,2019-11-03 19:02:52,PHONE,ASSIST,8273.0,8810.0,10685,7,CAHOT,11,8.95
744194,2019,LAW ,2019-11-03 19:08:18,PHONE,WELFARE CHECK,2407.0,2995.0,3456,7,CAHOT,11,9.8
744199,2019,LAW ,2019-11-03 19:26:50,PHONE,ASSIST,3927.0,4176.0,6817,7,CAHOT,11,4.15
744202,2019,LAW ,2019-11-03 19:42:36,PHONE,WELFARE CHECK,167.0,406.0,4206,3,CAHOT,11,3.9833333333333334
744226,2019,LAW ,2019-11-03 21:03:11,PHONE,TRANSPORT,15572.0,16999.0,20697,7,CAHOT,11,23.783333333333335
744227,2019,LAW ,2019-11-03 21:13:20,PHONE,ASSIST,6455.0,6772.0,7376,7,CAHOT,11,5.283333333333333
744245,2019,LAW ,2019-11-03 22:20:47,PHONE,TRANSPORT,8450.0,10008.0,10914,7,CAHOT,11,25.966666666666665
744250,2019,LAW ,2019-11-03 22:30:15,PHONE,WELFARE CHECK,3225.0,3486.0,9189,7,CAHOT,11,4.35
744274,2019,LAW ,2019-11-04 02:15:38,PHONE,ASSIST,3945.0,4730.0,6061,7,CAHOT,11,13.083333333333334
744275,2019,LAW ,2019-11-04 02:30:57,PHONE,ASSIST,6231.0,118839.0,120080,7,CAHOT,11,1876.8
744278,2019,LAW ,2019-11-04 03:36:13,PHONE,WELFARE CHECK,1230.0,1376.0,2064,3,CAHOT,11,2.433333333333333
744279,2019,LAW ,2019-11-04 03:41:14,E911,UNKNOWN,2505.0,2639.0,6568,3,CAHOT,11,2.2333333333333334
744283,2019,LAW ,2019-11-04 04:30:18,PHONE,TRANSPORT,2704.0,3275.0,4826,5,CAHOT,11,9.516666666666667
744285,2019,LAW ,2019-11-04 04:52:07,PHONE,SUSPICIOUS INCIDENT,2460.0,2619.0,5966,5,CAHOT,11,2.65
744288,2019,LAW ,2019-11-04 06:27:24,PHONE,WELFARE CHECK,883.0,2197.0,2503,3,CAHOT,11,21.9
744289,2019,LAW ,2019-11-04 06:52:07,PHONE,WELFARE CHECK,1047.0,1609.0,4019,3,CAHOT,11,9.366666666666667
744291,2019,LAW ,2019-11-04 07:04:27,PHONE,WELFARE CHECK,3333.0,4421.0,4735,7,CAHOT,11,18.133333333333333
744308,2019,LAW ,2019-11-04 08:04:40,PHONE,TRANSPORT,3695.0,4645.0,5381,7,CAHOT,11,15.833333333333334
744330,2019,LAW ,2019-11-04 09:19:18,PHONE,ASSIST,905.0,5406.0,9900,7,CAHOT,11,75.01666666666667
744336,2019,LAW ,2019-11-04 09:34:24,W911,SUICIDE RISK,56.0,917.0,4439,1,CAHOT,11,14.35
744352,2019,LAW ,2019-11-04 10:31:53,PHONE,SUICIDE RISK,1009.0,1613.0,5364,7,CAHOT,11,10.066666666666666
744353,2019,LAW ,2019-11-04 10:34:28,PHONE,WELFARE CHECK,5394.0,6150.0,6985,7,CAHOT,11,12.6
744354,2019,LAW ,2019-11-04 10:41:04,PHONE,ASSIST,61452.0,75470.0,78822,7,CAHOT,11,233.63333333333333
744382,2019,LAW ,2019-11-04 12:12:45,PHONE,INTOXICATED PERSON,2723.0,3384.0,6969,7,CAHOT,11,11.016666666666667
744388,2019,LAW ,2019-11-04 12:22:02,PHONE,WELFARE CHECK,799.0,1372.0,2143,3,CAHOT,11,9.55
744408,2019,LAW ,2019-11-04 13:36:42,PHONE,WELFARE CHECK,1983.0,2834.0,5444,7,CAHOT,11,14.183333333333334
744420,2019,LAW ,2019-11-04 14:11:04,PHONE,SUICIDE RISK,4687.0,5351.0,6941,7,CAHOT,11,11.066666666666666
744434,2019,LAW ,2019-11-04 14:49:51,PHONE,TRANSPORT,6804.0,7359.0,12728,7,CAHOT,11,9.25
744438,2019,LAW ,2019-11-04 14:57:40,PHONE,ASSIST,17002.0,17934.0,18615,7,CAHOT,11,15.533333333333333
744448,2019,LAW ,2019-11-04 15:18:47,PHONE,FOUND CONTRABAND,28300.0,99129.0,99132,8,CAHOT,11,1180.4833333333333
744462,2019,LAW ,2019-11-04 15:47:09,PHONE,WELFARE CHECK,1071.0,2179.0,2659,3,CAHOT,11,18.466666666666665
744475,2019,LAW ,2019-11-04 16:35:36,PHONE,WELFARE CHECK,9084.0,9743.0,10997,7,CAHOT,11,10.983333333333333
744481,2019,LAW ,2019-11-04 16:48:51,PHONE,WELFARE CHECK,7150.0,7627.0,8228,7,CAHOT,11,7.95
744490,2019,LAW ,2019-11-04 17:08:38,PHONE,TRANSPORT,16115.0,20144.0,21693,7,CAHOT,11,67.15
744492,2019,LAW ,2019-11-04 17:10:09,E911,INTOXICATED PERSON,737.0,1528.0,4169,3,CAHOT,11,13.183333333333334
744500,2019,LAW ,2019-11-04 17:29:36,PHONE,WELFARE CHECK,4781.0,5073.0,5458,7,CAHOT,11,4.866666666666666
744502,2019,LAW ,2019-11-04 17:41:58,PHONE,INTOXICATED PERSON,5183.0,5746.0,6276,7,CAHOT,11,9.383333333333333
744512,2019,LAW ,2019-11-04 18:06:20,PHONE,TRANSPORT,11105.0,11105.0,11646,7,CAHOT,11,0.0
744519,2019,LAW ,2019-11-04 18:18:40,W911,INTOXICATED PERSON,836.0,1368.0,1708,7,CAHOT,11,8.866666666666667
744525,2019,LAW ,2019-11-04 18:48:40,PHONE,ASSIST,2298.0,3130.0,5625,7,CAHOT,11,13.866666666666667
744528,2019,LAW ,2019-11-04 18:59:45,PHONE,TRANSPORT,7927.0,7927.0,9380,7,CAHOT,11,0.0
744536,2019,LAW ,2019-11-04 19:30:53,PHONE,TRANSPORT,4125.0,4426.0,5981,7,CAHOT,11,5.016666666666667
744540,2019,LAW ,2019-11-04 19:39:22,PHONE,TRANSPORT,3111.0,3385.0,5511,7,CAHOT,11,4.566666666666666
744558,2019,LAW ,2019-11-04 20:24:39,PHONE,WELFARE CHECK,314.0,623.0,825,7,CAHOT,11,5.15
744566,2019,LAW ,2019-11-04 21:08:12,PHONE,WELFARE CHECK,756.0,900.0,2262,3,CAHOT,11,2.4
744571,2019,LAW ,2019-11-04 21:37:45,E911,SUICIDE RISK,39.0,282.0,2922,1,CAHOT,11,4.05
744586,2019,LAW ,2019-11-04 23:13:16,E911,SUICIDE RISK,94.0,716.0,7537,1,CAHOT,11,10.366666666666667
744588,2019,LAW ,2019-11-04 23:25:20,PHONE,TRANSPORT,15686.0,16809.0,20892,7,CAHOT,11,18.716666666666665
744596,2019,LAW ,2019-11-05 00:28:28,PHONE,ASSIST,3042.0,3042.0,3443,7,CAHOT,11,0.0
744598,2019,LAW ,2019-11-05 00:45:52,PHONE,SUICIDE RISK,2416.0,3846.0,7025,3,CAHOT,11,23.833333333333332
744606,2019,LAW ,2019-11-05 01:35:38,PHONE,TRANSPORT,15791.0,15829.0,17276,7,CAHOT,11,0.6333333333333333
744615,2019,LAW ,2019-11-05 03:55:49,PHONE,TRANSPORT,8903.0,9640.0,10298,5,CAHOT,11,12.283333333333333
744620,2019,LAW ,2019-11-05 04:10:40,PHONE,WELFARE CHECK,5462.0,6021.0,6479,5,CAHOT,11,9.316666666666666
744632,2019,LAW ,2019-11-05 05:28:39,PHONE,TRANSPORT,4746.0,4754.0,5887,7,CAHOT,11,0.13333333333333333
744646,2019,LAW ,2019-11-05 07:23:36,PHONE,WELFARE CHECK,5126.0,5814.0,6039,7,CAHOT,11,11.466666666666667
744654,2019,LAW ,2019-11-05 07:51:01,E911,ASSIST,72213.0,72808.0,73885,7,CAHOT,11,9.916666666666666
744663,2019,LAW ,2019-11-05 08:05:40,PHONE,WELFARE CHECK,9752.0,10102.0,10343,7,CAHOT,11,5.833333333333333
744676,2019,LAW ,2019-11-05 09:00:33,PHONE,SUICIDE RISK,232.0,1794.0,6416,1,CAHOT,11,26.033333333333335
744711,2019,LAW ,2019-11-05 09:56:45,PHONE,WELFARE CHECK,949.0,2071.0,2719,5,CAHOT,11,18.7
744716,2019,LAW ,2019-11-05 10:11:52,PHONE,WELFARE CHECK,2050.0,3203.0,7960,11,CAHOT,11,19.216666666666665
744760,2019,LAW ,2019-11-05 12:19:40,PHONE,WELFARE CHECK,352.0,1569.0,6621,7,CAHOT,11,20.283333333333335
744763,2019,LAW ,2019-11-05 12:24:05,E911,TRAFFIC ISSUE,201.0,450.0,985,3,CAHOT,11,4.15
744792,2019,LAW ,2019-11-05 13:12:46,E911,WELFARE CHECK,3522.0,4195.0,4663,7,CAHOT,11,11.216666666666667
744805,2019,LAW ,2019-11-05 13:38:04,PHONE,SUICIDE RISK,3165.0,4109.0,4764,5,CAHOT,11,15.733333333333333
744811,2019,LAW ,2019-11-05 13:46:16,PHONE,TRANSPORT,16588.0,16712.0,16720,7,CAHOT,11,2.066666666666667
744815,2019,LAW ,2019-11-05 13:50:15,E911,WELFARE CHECK,16818.0,17180.0,17411,7,CAHOT,11,6.033333333333333
744837,2019,LAW ,2019-11-05 15:02:29,PHONE,WELFARE CHECK,13726.0,14568.0,15439,7,CAHOT,11,14.033333333333333
